code,lat,lng
DECV,48.779049,-123.708527
WKD,51.633518,-0.106731
WKDS,53.683311,-1.49768
WRHM,50.667809,-2.106565
WRNFC,52.779606,-1.631785
WARK,40.357887,-91.433383
LCU,38.932625,-76.997559
WELC,42.302658,-71.284187
WVN,54.548969,-3.58412
WHN,54.548969,-3.58412
WCR,51.065128,-1.3187
WCRP,51.488064,-0.096787
WINF,49.819939,-97.197647
WINFM,49.819939,-97.197647
WOSNH,51.576809,-0.282113
YEO,52.158333,-2.025
YKN,54.073689,-0.95032
ZOM,-15.38333,35.333328
CVM,49.906857,15.39074
OH,49.047153,14.403455
OLP,49.595627,17.26469
AVU,52.333359,4.86381
WAHO,51.941681,5.61502
BCF,41.382229,2.1042
GDAC,37.182331,-3.6023
JVC,28.051676,-15.46595
EM,-20.385416,-43.50362
SALAF,40.963268,-5.693398
SEVF,37.391914,-5.98644
VF,39.474991,-0.355505
RIZ,-22.857687,-43.776089
IPB,-25.46574,-49.288841
PKDC,-25.436283,-49.221909
UKMS,6.018091,116.128738
IPRN,-30.055008,-51.220848
SFPA,-30.055008,-51.220848
YUC,20.967505,-89.630447
STCR,-20.883329,55.48333
ABDF,57.154419,-2.09466
BRGE,50.812218,4.438851
BAC,53.703942,-2.199967
BRSN,53.225388,-4.140306
BHM,52.450007,-1.929592
WRO,51.458839,-2.602006
BRN,51.105233,-2.463813
UCSW,51.477761,-3.171203
PAE,47.55825,7.58098
CRO,51.364047,-0.806771
DUIS,51.432117,6.79952
HAQ,50.775524,6.048172
ZVS,50.67524,7.17663
WBM,49.765614,9.931416
DUB,53.383137,-6.279062
DMFS,55.069645,-3.612217
BCC,41.385025,2.11533
IBA,43.488762,-6.10702
VAB,39.504524,-0.404135
ARAGO,42.472427,3.118149
LEMA,48.022292,0.154822
ABT,48.400002,2.7
ACHE,55.859782,-3.208078
HAN,52.377222,9.754558
PPL,51.80167,-0.35796
DHNS,56.001303,-4.71571
KYM,59.59169,22.692909
HPP,59.59169,22.692909
HSI,60.173149,24.950439
HHC,60.229473,25.000967
KA,54.871273,23.91054
KLE,53.003125,-2.273419
KCK,55.608483,-4.489739
LHT,60.768623,21.553043
LIG,38.716225,-9.140475
LNHS,51.44236,-0.10551
ICST,51.515152,-0.089623
LBLC,51.243431,22.54085
MAIS,48.811043,2.426168
NHM,52.944258,-1.191877
PBS,55.651118,-3.190796
SCM,54.073689,-0.95032
SK,58.38583,13.57188
SUNIV,59.170441,15.824015
TURA,60.454651,22.283367
CATIE,9.902427,-83.680107
WAR,52.281681,-1.59063
BRSL,51.117058,17.046
COCA,19.404831,-99.16803
CHI,41.869671,-87.647873
EVMU,0,0
MSCW,33.496151,-88.414871
DHM,54.767003,-1.578126
NBV,52.156624,4.48336
GRJC,42.966251,-85.666443
DH,42.872921,-76.975533
RU,51.437544,-0.94255
RNMUT,41.307838,69.273018
BELC,42.539532,-89.060585
EXR,50.734537,-3.53638
IA,41.661747,-91.543999
MISR,57.13855,-2.161825
XCH,8.675947,77.721199
PTIS,44.82016,-87.379959
GMS,36.622768,-121.922302
VIL,48.699531,2.185016
LEUN,52.148937,9.946604
SAL,38.814358,-97.60508
WOS,52.196379,-2.222334
BPL,51.078365,-4.058343
EGHF,55.950001,-3.2
KBRYO,37.424286,-84.702316
TBI,41.68933,44.790281
BDNF,45.205566,-112.64254
AHP,36.988287,-121.948434
AUV,17.72885,83.320088
USUUB,40.443279,-109.561297
RFFP,-22.83008,-43.068134
STPS,51.480655,-0.246822
BUC,44.436527,26.065819
UMF,43.012508,-83.688957
BAFC,-34.612465,-58.39727
UNR,-33.018822,-60.863522
ROST,54.082298,12.177102
UWW,42.658738,-88.503757
ACA,37.983559,23.704809
ALME,36.836056,-2.46463
BBB,-38.70636,-62.223194
TEPB,-5.05138,-42.788132
CPAP,-19.023001,-57.659409
HIB,30.531281,114.411537
GCNP,36.039509,-112.121567
MWSJ,39.749645,-94.786385
RMWC,37.43927,-79.189301
HCH,46.410313,-117.011192
HWBA,39.563099,-95.137787
ASW,24.0875,32.898891
PEM,39.989182,116.339653
SRFA,-36.633976,-64.322357
MSM,18.210649,-67.139925
BSC,20.016228,-75.816852
INH,47.478619,-0.60602
ABL,52.173889,5.284966
DOR,52.923005,-1.480317
KWHA,50.441196,30.527124
SSPW,51.515152,-0.089623
CYP,35.166672,33.366669
SERG,9.006667,-10.080463
DUH,28.670506,77.201096
BREE,51.878189,0.55292
NSS,53.276353,-3.045249
NWOSU,36.797615,-98.657608
PNBG,14.18347,121.24649
AUBSN,43.483814,43.658436
RED,34.040531,-117.15625
HAY,37.657193,-122.056349
MCP,42.33617,-71.100868
CONV,34.95623,-81.918359
TAM,59.43631,24.732742
LIL,-26.84033,-65.222771
MCA,40.592743,-75.526711
WII,30.282789,77.978897
TUP,44.302139,-78.3199
WLU,43.470688,-80.52282
BSUH,40.203209,-85.407806
WCW,46.074879,-118.356407
STRI,8.962998,-79.543706
QFB,46.806557,-71.227539
CAMU,34.600834,-98.454895
JACA,42.541737,-0.596659
SDC,44.30986,-96.773323
WAVI,44.570686,-69.638474
SAN,5.849786,118.080139
BUAG,44.47126,26.0725
NUV,44.165958,-72.651833
ALBU,35.054737,-106.616257
SCZ,9.06472,-79.642725
WNC,34.222814,-77.868395
CBFS,48.974148,14.455074
WWF,28.121175,-97.44202
UQAR,48.453751,-68.51403
TSM,45.64008,13.800456
MNE,51.276018,0.5203
MHES,13.6754417,-89.19724722
UCOB,10.02206,-69.46479
PSO,1.190978,-77.259285
SF,-31.450001,-60.933331
MAL,-15.38333,35.333328
LTR,52.622497,-1.124543
UI,40.44873,-109.499763
HUAN,21.42816,-104.892112
SPSC,-21.983137,-47.879523
SOB,49.257431,14.72083
MGR,42.444374,-83.993484
SIIRT,37.937175,41.940141
RUNYON,25.900684,-97.49231
BPU,47.489525,19.064899
CHM,51.901333,-2.077848
BNS,51.456139,-2.605262
FKE,51.081814,1.180999
BRISTM,51.456139,-2.605262
BRIST,51.456139,-2.605262
JES,19.492122,-98.888923
KABA,34.514935,69.133787
AYDN,37.84317,27.837034
OMUB,41.366962,36.185627
WCU,30.62999,104.050308
DHL,38.232159,-85.671722
JEL,56.650002,23.71278
BSCA,33.256481,-116.399406
GAB,-24.63839,25.9079
WYE,51.484901,-0.301316
HLUL,53.746661,-0.337202
MDKY,38.207916,-83.416168
HCAT,38.080002,46.291901
QPNRA,-0.229675,-78.524612
BHDL,53.385933,-3.032125
RAB,34.008808,-6.84142
SBCC,34.40629,-119.697091
CHOCO,5.684569,-76.65593
DUP,39.40609,29.997169
WPH,49.054352,-113.911537
UBT,49.923599,11.556322
HBSH,35.054512,-83.190559
JUFL,30.350793,-81.606322
MAR,-2.557382,-44.309401
WVIT,37.775964,-81.190892
SQUH,23.591777,58.172005
UMH,38.083389,-0.95174
AZ,37.743076,-25.667681
BU,43.12019,-79.246725
XZE,29.665107,94.346787
HUTB,20.059288,110.338409
RIG,56.937404,24.096719
HEL,60.172672,24.950989
LEC,40.33213,18.12052
RHT,10.830622,78.695953
HABA,22.525696,-79.873199
WBS,52.815548,6.512576
BOSC,42.336231,-71.09977
SRD,51.47378,-0.07838
UQAM,45.492748,-73.565742
WIB,48.451805,-123.352982
LEV,-36.874092,174.780853
PSGB,53.789935,-1.767361
ETST,33.236984,-95.905594
SHOR,34.272053,-85.216499
ORU,36.175793,-95.945747
UAPC,53.521591,-113.519341
NCAS,40.740513,-74.176895
UNLV,36.110167,-115.142881
GEO,33.791009,-84.324051
CSLA,34.062328,-118.171555
HDCF,-29.702676,-53.715655
HRJ,-22.90921,-43.225029
SEMO,37.315708,-89.52744
SINU,1.29943,103.773087
QUC,46.756149,-71.295433
ULF,46.756149,-71.295433
QEF,46.756149,-71.295433
QPH,46.756149,-71.295433
QFS,46.76815,-71.283234
SBC,34.415211,-119.845695
SBM,34.441593,-119.711304
LT,45.46489,-74.088921
RIM,48.479229,-68.513893
SCR,32.86624,-117.251965
SAFU,37.765121,-122.445961
TIC,33.740292,-118.269684
DUSS,51.20454,6.79358
DVM,37.949341,-122.05941
BATA,1.85,9.75
HHUA,-9.76752,-76.774284
VCU,37.544945,-77.453857
HASU,-29.790533,-51.148521
RRLB,20.21977,85.863953
SBU,42.077591,-78.482872
SKR,56.64571,25.122545
RIGB,56.973492,24.190861
ENSJ,20.673599,-103.324394
ICEB,59.427422,24.70277
WARM,38.767086,-93.739723
GDOR,44.401455,8.942552
HDD,53.645463,-1.756356
ICHAUWAY,31.220816,-84.479246
HURB,-12.659972,-39.124342
NAI,-1.28333,36.816669
LSA,53.742599,-2.997
NTN,52.236219,-0.894152
BDK,51.989441,-0.18876
THO,58.595624,-3.518283
INEGI,21.862978,-102.286133
EA,-1.266758,36.800989
WYCO,36.953018,-81.075119
LSC,44.532619,-71.999924
NESH,39.551384,-119.792595
CLCB,46.75441,23.588039
IFGH,43.59993,-116.188583
PMS,38.249943,-122.96312
FSLF,35.181,-111.656898
AZUS,34.133449,-117.885479
ROPA,38.33783,-122.70639
BPS,38.481506,-121.468834
NTS,36.085751,-115.147049
KNFY,41.715778,-122.638863
WDNE,40.977364,-117.714668
YAF,25.0389,102.7183
YCP,25.0389,102.7183
DACB,24,90.333298
MWCF,38.299992,-77.474953
THIB,29.791867,-90.800006
ALGU,37.04797,-7.930345
BALT,39.392841,-76.604492
HUPG,-25.091095,-50.142277
ILH,43.377776,-95.18235
LCF,-34.658337,-58.658337
ADO,39.861778,33.482391
ANES,39.770958,30.508286
EWH,36.799702,128.647736
KNU,35.893459,128.608276
CLR,51.875474,0.866801
AZU,38.677307,-27.232794
PACMA,39.842281,-77.558304
BANG,4.277803,18.534575
DIAM,-18.24161,-43.600477
SZCZ,53.43475,14.5352
CUS,46.358802,-86.479767
AUG,43.557453,-96.724739
ARCH,27.181957,-81.355698
KHMS,49.143421,13.55453
SARAT,51.543079,45.998741
MJG,49.983082,8.232466
PTZ,61.786034,34.309162
ABH,38.3452,-0.48101
SFUV,49.275997,-122.913197
HCHM,42.786648,-86.108788
TRTE,43.549508,-79.665153
IZTA,19.51573,-99.188568
LMU,-22.245384,35.309818
MOS,36.334999,43.118889
MSUH,36.334999,43.118889
FLSP,27.217648,-82.49041
GVSC,42.972221,-85.916862
GU,57.639351,18.289379
BRA,48.140259,17.112101
SAAR,49.348892,7.11097
TIE,39.092869,117.18911
MAU,-20.227501,57.4925
GGB,40.162762,-105.202011
UQTR,46.342609,-72.539841
HPPR,22.411533,-83.668304
KR,49.006718,8.402801
HAJU,22.417106,-83.69271
CORU,18.890175,-96.929077
HNWU,40.838607,-96.647412
SOUT,40.881859,-72.360382
PHH,10.762699,106.682569
TGU,42.426414,19.260376
GESU,42.804863,-77.801018
SRGH,-17.82935,31.05389
BUE,33.125244,44.726696
IBL,32.16917,34.895279
UHI,33.239639,35.65395
AAR,32.573898,34.951981
ESK,39.939373,32.665257
AMMS,39.900233,116.264933
FCU,26.057889,119.305633
FM,39.9389,116.3883
HC,30.2553,102.1689
HU,30.2553,102.1689
IBY,27.71401,108.228271
KU,23.4833,111.367
LUS,29.55678,115.983109
NSM,32.0617,118.7778
PET,39.9389,116.3883
SCU,36.641911,117.061203
SH,31.201419,121.453439
SHB,0,0
SHJ,31.051167,121.780006
SHMH,31.153344,121.446406
SHMI,31.2222,121.4581
SU,31.304951,120.576782
SYPC,41.768902,123.455399
TS,36.131119,120.348946
YH,28.5892,112.3283
IFO,34.727772,135.480988
KAGS,31.560181,130.558136
OCHA,35.61488,139.581299
TH,35.61488,139.581299
TKB,36.065994,140.095291
TKU,35.61488,139.581299
HIRU,35.2803,133.638733
ACAD,45.087323,-64.36799
EAA,58.366361,26.672228
LUSC,-27.7925983,-50.3067398
BEX,51.407669,-0.20033
LAUN,50.63699,-4.36006
BAT,53.333328,-1.25
BRL,51.451547,-2.600879
TTY,51.639439,-2.16222
AS,-25.247052,-57.571444
WMW,51.583915,-0.012875
HTE,54.073689,-0.95032
TBY,51.672339,-4.695057
ULN,6.49789,3.38292
KUU,6.680198,1.563288
LIMK,52.667992,-8.62251
TLM,43.594341,1.44924
KKM,54.588482,-1.08181
DIN,48.634377,-2.050078
NGM,52.953547,-1.152197
BHDS,53.385335,-3.053851
MRC,46.97171,-113.965012
MEN,-33.013859,-68.87056
PAR,-32.026051,-60.30368
ADMONT,47.576508,14.460605
BOD,51.754028,-1.25811
CHISA,47.0056,28.8575
ZCM,60.157804,-1.150375
MAND,18.037365,97.325134
WOH,35.532505,-98.700569
WCH,51.486526,0.096572
FABR,44.189651,4.84568
UCSA,51.609744,-3.979543
UCS,42.82338,-73.918388
FOR,60.815018,23.62513
SIMF,45.123299,34.210625
TULS,36.14687,-95.945366
TRU,50.263634,-5.0541
TRE,48.89613,18.04414
TOM,45.074039,7.65576
GI,50.586578,8.679664
TLA,43.605239,1.44688
STI,56.11829,-3.944055
SMB,49.292572,21.276148
SKT,53.41035,-2.143112
SKN,53.962512,-2.015358
SWA,51.61759,-3.938341
SHYB,52.703274,-2.763837
SCAR,54.27933,-0.402841
PMG,-19.169741,-44.39238
RTE,51.235027,-0.203958
ROAN,37.296329,-80.001129
RCHM,53.610143,-2.071089
RANG,16.832914,96.121666
KHOR,37.486697,71.549554
PSY,55.84499,-4.4299
PERU,43.0998,12.39593
MID,43.998497,-73.132454
PEN,54.665551,-2.753942
PECS,46.02486,18.244225
PARMA,44.795349,10.327382
OSN,52.24617,8.06835
MCT,47.115688,-88.545309
CORO,11.40917,-69.667221
WTR,51.0584,-1.314443
QPLS,-0.11002,-78.296188
BUL,-20.15,28.58333
NKME,50.988827,11.022542
NEMU,40.742299,-74.171062
NATC,31.748191,-93.099024
NABG,53.166672,31.466669
MSV,46.613392,13.84445
PRV,60.396412,25.66424
MDNR,49.897968,-97.257729
MALA,49.201271,-124.011932
LTM,48.220192,18.603039
CRAF,44.316792,23.795553
BULQ,45.35651,-71.836967
IAL,-12.661515,-39.111946
CHAF,34.137798,-117.57579
LIB,6.299807,-10.794008
LCVA,53.358498,-110.859764
KEVO,69.75,27.01
AV,43.946602,4.80335
KLA,3.1412,101.686531
UFS,1.67444,31.715
RBE,-22.866541,-43.777222
KAW,0.313793,32.581125
ITAE,44.687973,8.032249
HLO,48.426064,17.796843
HKGL,47.110378,9.06639
WM,14.4056,33.498901
HEH,14.58672,-87.824715
HABAYC,31.051552,-97.496849
ALB,44.69838,8.0369
ARG,35.891174,14.50505
AUT,46.94796,4.301869
AYBY,51.782683,-0.734963
BENIN,6.35,2.43
UCMM,19.450001,-70.699997
BRE,48.397678,-4.48923
CARM,51.859169,-4.31167
CBY,51.278058,1.07648
CCNL,41.297943,-72.080566
CCSU,41.69358,-72.76422
CDN,52.599998,-2.11667
CMM,53.789935,-1.767361
CMV,50.079304,4.637896
CON,51.450001,-2.58333
COV,52.4065,-1.504553
CSR,44.602871,40.089241
DFD,51.443233,0.218882
DFSM,55.064931,-3.615156
DI,47.31254,5.072626
EFH,6.417825,7.441518
ELN,57.649118,-3.310541
FDLW,43.783661,-88.411949
GLR,51.859791,-2.24417
PNL,51.551757,-0.110877
CLOE,53.866669,-2.4
MUSK,43.249355,-86.193863
EXN,51.588871,-1.76136
ILF,51.209258,-4.125216
CIR,51.73333,-1.98333
DOMO,46.112919,8.28985
OREB,59.274714,15.217872
BED,51.547478,-0.049433
BLY,54.073689,-0.95032
BSE,52.2463,0.71111
BTH,51.37944,-2.36556
CCFHE,50.23315,-5.22434
CMA,51.193062,-2.45611
CSVFC,52.710091,-2.75208
EFM,51.500511,-0.12883
EOSTS,55.945541,-3.31223
FLK,56,-3.76667
HLMA,51.41259,-0.2974
HMLN,55.778732,-4.038612
HNN,51.440784,-0.061551
HSM,51.049999,-0.33333
JII,52.622301,1.221292
KNL,56.01667,-3.61667
KRDY,56.116669,-3.16667
LAN,50.828819,-0.32247
LCN,53.23333,-0.53333
LSN,51.675858,-1.1909
LTN,51.23333,-1.983335
MHWK,52.599998,-2.55
NCCBH,56,-4.58333
NCCH,51.521992,-0.5579
NCCN,52.627831,1.29834
NPT,51.802204,-3.91584
NRN,57.583328,-3.86667
NWK,53.078947,-0.803206
NWT,52.308094,-1.04022
OLE,52.48333,-0.46667
PBH,52.583328,-0.25
RPTN,52.833328,-1.55
SDN,51.555523,-1.494722
SHYL,52.710091,-2.75208
SLFC,50.854828,-2.780632
STG,52.566669,-1.4
TELY,51.413513,-0.12435
UTLH,52.76667,-1.2
WBCH,52.666672,0.16667
WGMM,51.345829,-2.96778
WLH,51.41259,-0.2974
WPBS,52.433464,-4.017265
YK,54.073689,-0.95032
HCEN,-12.053106,-75.196518
AL,36.752499,3.04197
VAN,47.656219,-2.75824
PFRS,37.869122,-122.269623
HJBC,24.841218,-107.385121
LOC,34.139626,-118.211708
VNC,34.176798,-118.4175
CFSHB,-30.31571,153.04007
MASE,-29.316669,27.48333
CHIS,47.02661,28.841611
LUBA,-14.91667,13.5
VMSL,-33.67952,-65.46225
IZAC,-29.410877,-66.83474
WYAC,41.315407,-105.569158
FVCC,48.225903,-114.329041
LUAI,-8.8383,13.2344
CRP,-41.160702,-71.312401
SPRY,53.812714,-0.196681
CDRI,26.854719,80.95771
PSU,7.017222,100.51503
PNG,-9.464137,147.159505
ZV,48.570724,19.118059
ZTS,49.30463,19.962749
ZEA,19.768814,-104.366341
YBI,0.150571,25.372345
YALT,46.943138,37.263371
RAS,16.860622,96.271164
XOLO,19.496241,-98.891937
XALU,19.528755,-96.906487
WOCB,42.306728,-83.06591
WMGC,42.582008,-70.821701
WLK,52.129936,-122.1371
WFU,36.169151,-80.289978
WCSU,41.400153,-73.444057
WAUF,52.161896,21.048512
VOA,63.099239,21.60273
VDAC,37.546387,-77.435074
VALA,39.483192,-0.353673
UWFP,30.547264,-87.21665
UWEC,44.832207,-91.52356
ELVE,38.877925,-7.162716
ENT,0.31628,32.582191
UNL,25.601954,-100.256165
UMT,-18.971432,32.667466
ULT,32.875191,13.18746
UFMT,-15.610911,-56.064106
HTIN,-9.312463,-75.996822
UFMA,-2.556903,-44.311836
ITIC,13.70981,-89.197258
UEVH,38.576908,-7.909513
UAT,23.752705,-99.145256
UAS,24.800684,-107.396584
TULV,4.097413,-76.198318
ANGUC,47.464668,-0.54865
PSP,39.36594,-78.911697
MBY,-7.801792,110.3743742
PCM,13.054397,80.27668
ATCC,38.750883,-77.475546
WNLM,48.20322,15.63304
TOLI,4.455119,-75.219948
TOGR,45.05386,7.70228
TNP,49.162323,20.277454
TMP,61.502602,23.760851
HEPH,-15.874,-47.8413
TER,39.471049,-87.408224
HAKS,6.91667,80.816673
TB,41.724998,44.790829
TAIC,27.507553,-97.862358
SYKT,61.667297,50.84338
SWN,52.024967,0.240302
SUCH,43.007277,40.988968
HBFH,30.547585,-87.22091
SPAL,44.699272,10.631559
SOSN,50.266159,19.13656
SMI,54.773071,-127.15799
SMF,-12.057667,-77.023853
SLU,46.46748,-80.982727
SASSA,40.723141,8.5575
SARA,43.852535,18.38493
SALA,40.964691,-5.67739
RUBL,26.86887,75.813812
RRCBI,12.933429,77.585968
JPU,46.075825,18.205261
ROML,-29.43985,27.704109
ROIG,22.79528,-82.50264
ROHB,41.891571,12.46487
RELC,28.649328,-106.071281
RAU,34.011139,-6.82662
Q,-0.12176,-78.465881
TANG,-14.651392,-57.432852
LWU,26.861061,80.89444
LISVA,38.708591,-9.184205
PPIU,51.228173,51.354046
NCPF,51.460041,-2.60121
POZNB,52.427689,16.886629
PMNH,33.718057,73.060469
FAU,26.083723,-80.237244
PGFA,44.020351,43.07193
PESA,43.890759,12.92402
LISE,38.697674,-9.308014
VIA,10.23819,-67.570213
PY,-25.339325,-57.544025
CPNP,20.318792,105.607967
PAN,30.750488,76.748528
OUA,12.36423,-1.53834
LFG,50.561378,4.696808
NCE,54.920071,-1.81318
UWA,-31.976566,115.81559
MPA,43.607634,3.914164
OLDS,51.785641,-114.11554
SIAC,43.314293,11.331104
SARGU,32.1667,72.5
INIF,19.351759,-99.157043
MAH,-24.63839,25.9079
NOLS,29.91786,-90.086411
NM,46.555103,-87.396362
NLH,59.328395,6.265147
NHT,-3.36667,36.683331
BSJO,26.26841,72.985817
SUA,-6.822011,37.661541
MVHC,-34.89122,-56.072208
MVFQ,-34.863792,-56.117401
MURU,-32.068703,115.835815
MRSH,-20.15,28.58333
MOSM,55.75222,37.615559
MFUW,-12.89498,31.92275
MER,8.59833,-71.144997
MEMO,25.660919,-100.297333
RI,45.074741,13.650079
SDNH,-26.494385,31.378405
UPNG,-9.405128,147.169665
MAKAR,43.290272,17.022961
MAAS,50.844959,5.68784
MAA,40.44281,-3.729162
SHC,12.50271,78.567873
LUH,6.51255,3.388231
LSP,47.987793,-84.777008
LILLE,50.613535,3.067911
SNPH,-29.316669,27.48333
LBC,14.165224,121.245216
KUM,6.687105,-1.622117
SZE,46.292938,20.077089
KHF,15.54665,32.533611
KFUH,26.289195,50.210784
JUG,26.203691,78.194641
JOE,60.620209,26.560095
JAY,46.085812,6.719802
JAC,26.278002,73.029488
JA,37.357471,-5.97944
ITCV,23.745686,-99.136078
IRBR,10.46667,-64.166672
IPS,52.059863,1.150394
IPMY,10.29586,-67.558731
INA,41.36808,-8.479859
ILCA,9.015703,38.814572
IFE,7.2779,4.47678
IBIR,47.174446,27.587116
IAV,33.962738,-6.784885
IARI,28.61977,77.158936
HPH,43.131756,-77.610893
HNUB,42.340294,-71.088913
HNTS,49.026619,21.499241
HNMN,12.141825,-86.259369
HNBU,12.36423,-1.53834
HMC,21.027464,-77.137718
HFV,-39.806451,-73.237288
HERZU,10.673535,-71.68338
HCIO,28.61977,77.158936
HCB,-29.705231,-52.444824
HBIL,41.609165,0.61834
HBBS,45.553108,10.22794
HAVI,38.482948,-78.870613
GUH,30.24295,78.895081
AA,43.250581,76.951544
ALMA,43.397419,-84.673248
AQUI,42.367569,13.34824
ASH,37.950156,58.379765
BAN,25.24662,82.953362
BAY,43.49194,-1.47239
BCU,13.7459,100.536636
BHAG,25.28245,86.886452
BHAV,21.751053,72.095062
BHUPP,25.24662,82.953362
BORH,6.018091,116.128738
BOUM,47.077854,2.393271
BRG,6.80448,-58.15527
BYDG,53.139111,18.13225
CAH,-17.76371,31.047649
CAIH,30.06263,31.24967
CAIRC,30.099606,31.323078
CAR,10.489393,-66.843674
CCG,5.1,-1.25
CEB,-0.90085,119.860352
CIAN,22.146753,-102.27372
CLA,46.76506,23.589296
CLU,39.30999,16.250191
CMMEX,31.866446,-116.618912
CMU,18.791004,99.005676
CRAI,44.316589,23.798582
CSCS,10.33361,123.897781
DAKAR,14.6937,-17.444059
DGS,54.154446,-4.481773
DMNH,39.788227,-84.202201
EAN,-6.94592,-35.747856
EAR,39.824441,-84.912708
EBUM,19.690401,-101.197029
ECH,42.098621,-76.815208
ERE,40.181129,44.513641
ERHM,40.181129,44.513641
FBC,8.45797,-13.25983
FBCS,24.111473,-110.309395
FCME,19.322994,-99.181137
FDG,6.80448,-58.15527
FHI,7.38778,3.89639
FIPF,43.782078,11.220205
FPRL,51.700036,-0.372661
GMNP,49.589508,-57.923462
GPA,55.283333,-118.769817
GSU,53.48,28.78
CODAGEM,19.333376,-99.601051
BEDF,42.338993,-71.426437
BSRA,30.53488,47.788849
BUA,33.316101,44.198299
BUH,33.34058,44.400879
KAR,31.803963,54.469101
TEH,35.723712,51.447966
BEGO,32.70694,35.575062
IABH,31.97403,35.926201
AEF,39.936255,32.830769
BULU,40.233002,28.8395
DUF,37.91581,40.225342
FUH,38.624508,39.181404
ISTO,41.150002,29.033331
MARE,41.00418,29.020276
SUFAF,37.936279,41.940774
KTUH,29.38913,48.002419
HTU,13.588793,44.023215
AAUB,31.88349,117.178253
AAUF,31.88349,117.178253
ABDC,31.902,102.2207
ACE,31.86083,117.274788
ACM,31.88349,117.178253
AIB,31.8639,117.2808
ANTU,42.436729,128.126495
ANU,31.88349,117.178253
ANUB,31.354429,118.394058
ANUG,31.354429,118.394058
BAU,40.027611,116.276903
BCMM,39.977989,116.412003
BJTC,39.928125,116.322125
CAF,39.994598,116.285019
CANT,23.157225,113.352472
CCAU,30.49968,114.372589
CCM,43.88,125.3228
CDC,30.6667,104.0667
CDCM,30.661591,104.060898
CHA,39.706776,119.159836
CIS,39.994282,116.411087
CIT,29.482296,106.717308
CMMI,39.92844,116.363579
CPB,39.880939,116.397751
CPU,32.0617,118.7778
CQBG,29.541805,106.82605
CQNM,29.602442,106.832138
CSFI,27.91827,113.16909
CTS,29.503664,105.965355
DFEC,40.53352,106.667427
DNHM,38.91827,121.644768
DQTC,46.5833,125
EBF,30.512199,114.467941
ECM,30.47052,114.26297
EDC,30.49831,114.316368
EMA,27.666128,113.903343
ENS,30.3,109.48333
EU,30.57865,114.328934
FAN,30.130932,112.40123
FGC,40.810558,111.652222
FJFC,26.570971,118.11647
FJSI,24.499069,118.13176
FMP,26.115589,119.290901
FNU,26.03915,119.322609
FTS,27.997906,116.352852
FUS,31.2222,121.4581
GAC,22.837767,108.269528
GACP,26.42922,106.672058
GAFS,25.86837,114.916702
GAUA,22.844303,108.269567
GAUF,36.0564,103.7922
GDGM,23.139842,113.298683
GDMM,23.27243,113.419144
GDMP,23.107559,113.270309
GF,26.647481,106.630103
GFS,26.851719,106.653488
GLMC,25.280592,110.296569
GNA,27.16017,114.762344
GNU,25.265459,110.3209
GNUB,26.58622,106.723488
GNUG,26.58622,106.723488
GSFS,37.1467,106.7806
GXCM,22.880619,108.288391
GXDC,22.804819,108.327214
GXEM,22.851775,108.337908
GXF,22.8167,108.3167
GXFS,24.45546,109.373833
GXMG,22.8167,108.3167
GXNM,22.81707,108.365463
GXSP,22.8167,108.3167
GZAC,26.42922,106.672058
GZTM,26.647481,106.630103
HAF,20.004421,110.35408
HANU,45.75,126.65
HBAU,38.8511,115.4903
HBAUD,32.161755,113.765297
HBDC,38.301987,114.600861
HBFC,38.8511,115.4903
HBI,30.539921,114.368629
HEAC,34.7578,113.6486
HEBI,34.7578,113.6486
HECM,34.76804,113.687599
HENU,35.325878,113.874237
HFB,20.0397,110.357277
HFBG,45.739349,126.652008
HGAS,26.647481,106.630103
HGTC,30.450001,114.800003
HHBG,30.23888,120.12429
HIMC,40.810558,111.652222
HITBC,21.45355,101.307831
HKBU,22.4141,114.169325
HLCM,45.739349,126.652008
HLNM,45.75,126.65
HNR,45.75,126.650002
HON,31.698093,103.540802
HSIB,37.809711,112.570084
HTC,30.2553,102.1689
HUCM,28.16264,112.992767
HUE,28.1742,112.948822
HUF,26.92828,112.614464
HUIF,26.7147,112.3839
HUTM,26.7147,112.3839
HWA,29.482296,106.717308
HZTC,38.1161,112.3192
IBK,25.06374,110.319382
IBSC,23.134489,113.335953
IBSD,23.15844,112.567589
IFP,41.7922,123.4328
IMC,31.607685,104.732422
IMD,39.9389,116.3883
IMDC,40.810558,111.652222
IMDY,21.991,100.7341
IMFA,40.810558,111.652222
IMM,40.054586,116.328428
IMPC,30.092293,106.896149
IVF,39.958117,116.332517
JAS,28.6833,115.8833
JCE,28.659824,115.918625
JIU,28.289509,109.707382
JJF,29.7333,115.9844
JJT,29.7333,115.9844
JLFC,43.8508,126.5603
JLMP,43.88,125.3228
JMSMC,46.8333,130.35
JN,26.591305,114.124893
JNR,30.674219,117.495712
JU,23.126961,113.332708
JUJ,38.8511,115.4903
JXAU,28.65576,115.905052
JXCM,28.6833,115.8833
JXF,28.6833,115.8833
JXM,28.659824,115.918625
JXU,28.669979,115.920929
KAI,34.7911,114.3483
ZYTC,39.357002,99.819741
ZNU,29.1078,119.6547
ZMU,30.2553,102.1689
ZM,30.2553,102.1689
ZJMA,30.2553,102.1689
GXFI,22.8167,108.3167
KEF,27.020868,101.085701
KUNE,25.0389,102.7183
LAC,37.5786,111.1339
